Id	idConcept	N1	N2	N3	N4	N5	N6	UF1	UF2	UF3	UF4	UF5	RT1	RT2	RT3	RT4	RT5	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	
261	35925				Anabase Arr			Expédition d'Alexandre Arr										Anabasis Arr(nl)	أناباسيس أريان(ar)						
262	11856				Anabase X			Anabase	Xénophon     Anabase				Xénophon					Anabase X(it)	Anábasis Jen(es)	Anabasis X(de)	Anabasis X(en)	Anabasis X(nl)	أناباسيس كسينوفون(ar)		
263	246180				Babyloniaca Bér			Chaldaika	Histoire de Babylone	Histoire de la Chaldée			Bérose											Histoire de Babylone, appelée également Chaldaika (« Histoire de la Chaldée ») à une date comprise entre -290 et -278, pour le compte du roi séleucide Antiochos Ier et dans laquelle il remontait jusqu'à la naissance du monde et parlait d'un déluge universel. Selon Bérose, les dynasties antérieures au Déluge ont régné entre 10 800 et 72 000 ans, et les premiers rois n'ont pas duré plus de 12 000 ans. (WP le 26.11.2018)	
264	11930				Bibliothèque historique D S								Diodore de Sicile					Biblioteca histórica D S(es)	Bibliotheca historica D S(en)	Bibliotheca Historica D S(nl)	Bibliothèque historique D S(it)	Geschichtswerk D S(de)	مكتبة ديودور الصقيلي التاريخية(ar)		
265	11979				Cyropédie X								Xénophon					Ciropedia  Jen(es)	Cyropädie X(de)	Cyropaedia X(en)	Cyropaedia X(nl)	Cyropédie X(it)	كيروبيديا كسينوفون(ar)		
266	12116				Helléniques X								Xénophon					Helénicos X(es)	Hellenica X(en)	Hellenica X(nl)	Hellenika X(de)	Helléniques X(it)	يونانيات كسينوفون(ar)		
267	12120				Histoire d'Alexandre Arr								Arrien					Alexanderzug Arr(de)	Geschiedenis van Alexander X(nl)	Histoire d'Alexandre Arr(it)	Historia de Alejandro Arr(es)	The Campaigns of Alexander Arr(en)	تاريخ الاسكندر أريان(ar)		
268	12124				Histoires Hdt			Hérodote     Histoires					Hérodote					Histoires Hdt(it)	Historias Hdt(es)	Historien Hdt(de)	Historiën Hdt(nl)	The Histories Hdt(en)	التاريخ هيرودوت(ar)		
269	12126				Histoires Th								Thucydide					Histoires Th(it)	Historias Th(es)	Historien Th(de)	Historiën Th(nl)	Histories Th(en)	التاريخ ثوسيديد(ar)		
270	19621				La guerre du Péloponèse Th								Thucydide					De Geschiedenis van de Peloponnesische Oorlog Th(nl)	Der Peloponnesische Krieg Th(de)	History of the Peloponnesian War Th(en)	La guerra del Peloponeso Th(es)	La guerre du Péloponèse Th(it)	حرب البليبونيز ثوسيديد(ar)		
271	24064			Vies parallèles Plu				Plutarque     Vies parallèles	Vies Parallèles Plu				Plutarque					Parallelbiographien Plu(de)	Parallelle Levens Plu(nl)	Parallel lives Plu(en)	Vidas paralelas Plu(es)	Vies parallèles Plu(it)	حيوات متوازية بلوتارك(ar)		
272	12453			Vies Plu				Plutarque     Vies					Plutarque					Biographien Plu(de)	Levens Plu(nl)	Lives Plu(en)	Vidas Plu(es)	Vies Plu(it)	حيوات بلوتارك(ar)		
273	17789		Textes latins										sources latines					Lateinische Texte(de)	Latijnse teksten(nl)	Latin texts(en)	Testi latine(it)	Textos latinos(es)	نصوص لاتينية(ar)		
274	11843			Académiques Cic									Cicéron					Academici Cic(nl)	Academici libri Cic(de)	Académicos Cic(es)	Academics Cic(en)	Académiques Cic(it)	أكاديميكا شيشرون(ar)		
275	11877			Apologie Apul									Apulée					Apología Apul(es)	Apologie Apul(de)	Apologie Apul(it)	Apologie Apul(nl)	Apology Apul(en)	دفاع أبوليوس(ar)		
276	24068			Brutus Cic									Cicéron					Brutus Cic(de)	Brutus Cic(en)	Brutus Cic(es)	Brutus Cic(it)	Brutus Cic(nl)	دفاع شيشرون(ar)		
277	11942			Catilinaires Cic				Cicéron     Catilinaires					Cicéron					Against Catiline Cic(en)	Catilinaires Cic(it)	Catilinarias Cic(es)	Reden gegen Catilina Cic(de)	Tegen Catilina Cic(nl)	خطب شيشرون ضد كاتيلينا(ar)		
278	11971			Correspondance Cic				Cicéron     Correspondance					Cicéron					Briefe Cic(de)	Brieven Cic(nl)	Correspondance Cic(it)	Correspondencia Cic(es)	Letters Cic(en)	مرافعة شيشرون(ar)		
279	11984			De l'agriculture Cato									Caton l'Ancien					De agri cultura Cato(de)	De agricultura Cato(en)	De Agri Cultura Cato(nl)	De l'agriculture Cato(it)	Sobre la agricultura Cato(es)	عن الزراعة كاتو(ar)		
280	24072			De l'agriculture Col									Columelle					De agri cultura Col(de)	De agri cultura Col(en)	De Agri Cultura Col(nl)	De l'agriculture Col(it)	Sobre la agricultura Col(es)	عن الزراعة كولوميل(ar)		
281	11985			De l'architecture Vitr									Vitruve					Books on architecture Vitr(en)	Bücher über die Architektur Vitr(de)	De Architectura Vitr(nl)	De l'architecture Vitr(it)	Sobre la arquitectura Vitr(es)	عن العمارة فيتروفيو(ar)		
282	12283			De l'orateur Cic				Orateur Cic					Cicéron					De l'orateur Cic(it)	De Oratore Cic(nl)	On the Orator Cic(en)	Sobre el orador Cic(es)	Über den Redner Cic(de)	عن الخطيب شيشرون(ar)		
283	11994			De la divination Cic									Cicéron					De Divinatione Cic(nl)	De la divination Cic(it)	On divination Cic(en)	Sobre la adivinación Cic(es)	Über die Wahrsagung Cic(de)	عن التنجيم شيشرون(ar)		
284	11999			De la médecine Cels									Celse méd					De la médecine Cels(it)	On medecine Cels(en)	Over geneeskunde Cels(nl)	Sobre la medicina Cels(es)	Über die Medizin Cels(de)	عن الطب سيلسوس(ar)		
285	35843			De la nature des dieux Cic				De natura deorum Cic					Cicéron					De natura deorum Cic(de)	De natura deorum Cic(en)	De Natura Deorum Cic(nl)	عن طبيعة اللآلهة شيشرون(ar)				
286	11989			De la République Cic				République Cic					Cicéron					De la République Cic(it)	De Re Publica Cic(nl)	On the Republic Cic(en)	Sobre la República Cic(es)	Über den Staat Cic(de)	عن الجمهورية شيشرون(ar)		
287	35844			Des devoirs Cic				De officiis Cic					Cicéron					De officiis Cic(en)	De Officiis Cic(nl)	واجبات شيشرون(ar)					
288	12003			Des Lois Cic				Des lois Cic					Cicéron					De Legibus Cic(nl)	Des Lois Cic(it)	On the Laws Cic(en)	Sobre las leyes Cic(es)	Über die Gesetze Cic(de)	قوانين شيشرون(ar)		
289	12008			Dialogues Tac				Tacite     Dialogues					Tacite					Dialogen Tac(nl)	Dialoge Tac(de)	Dialogues Tac(en)	Dialogues Tac(it)	Tácito    Diálogos(es)	حوارات تاسيتس(ar)		
290	12014			Discours Cic				Cicéron     Discours					Cicéron					Discours Cic(it)	Discurso Cic(es)	Reden Cic(de)	Redevoeringen Cic(nl)	Speeches Cic(en)	حوارات شيشرون(ar)		
291	24069			Du destin Cic									Cicéron					De Fato Cic(nl)	Du destin Cic(it)	On fate Cic(en)	Sobre el destino Cic(es)	Über das Schicksal Cic(de)	عن القَدَر شيشرون(ar)		
292	12020			Du monde Apul									Apulée					De mundo Apul(en)	Du monde Apul(it)	Over de Wereld Apul(nl)	Sobre el mundo Apul(es)	Über die Welt Apul(de)	عن العالم أبوليوس(ar)		
293	35928			Epigrammes Mart				Epigrammata Mart					Martial					Epigrammen Mart(nl)	إبيغرامات مارسيال(ar)						
294	12048			Epitres Plin									Pline le Jeune					Briefe Plin(de)	Brieven Plin(nl)	Epístolas Plin(es)	Epistulae Plin(en)	Epitres Plin(it)	رسالة بلينيوس الأصغر(ar)		
295	12107			Guerre civile Lucan									Lucain					Bellum Civile Lucan(nl)	Civil War Lucan(en)	Der Bürgerkrieg Lucan(de)	Guerra civil Lucan(es)	Guerre civile Lucan(it)	حرب أهلية لوكانوس(ar)		
296	12108			Guerre des Juifs J				La guerre des Juifs J					Flavius Josèphe					De Joodse Oorlog J(nl)	Geschichte des jüdischen Krieges J(de)	Guerra de los judíos J(es)	Guerre des Juifs J(it)	The Jewish War J(en)	حرب اليهود يوسيفوس فلافيوس(ar)		
297	12123			Histoire naturelle Plin									Pline l'Ancien					Histoire naturelle Plin(it)	Historia natural Plin(es)	Natural History Plin(en)	Naturalis Historia Plin(de)	Naturalis Historia Plin(nl)	تاريخ طبيعي بلينيوس(ar)		
298	24073			Institutions G									Gaius					Instituciones G(es)	Instituties G(nl)	Institutionen G(de)	Institutions G(en)	Institutions G(it)	مؤسسات غايوس(ar)		
299	12207			Liber medicinalis Ser									Quintus Serenus					Liber Medicinales Ser(nl)	Liber medicinalis Ser(de)	Liber medicinalis Ser(en)	Liber medicinalis Ser(es)	Liber medicinalis Ser(it)	ليبر ميديسينال سيرينوس(ar)		
300	12260			Métamorphoses Apul				Asinus Aureus	L'Âne d'Or				Apulée					Metamorfosen Apul(nl)	Metamorfosis Apul(es)	Metamorphoses Apul(de)	Metamorphoses Apul(en)	Métamorphoses Apul(it)	تحولات أبوليوس(ar)		
301	24393			Pharsale Lucan				La Pharsale Lucan					Lucain					Farsalia Lucano(es)	Pharsale Lucan(it)	Pharsalia Lucan(de)	Pharsalia Lucan(en)	Pharsalia Lucan(nl)	ملحمة فارساليا لوكانوس(ar)		
302	12305			Philippiques Cic									Cicéron					Filípicas Cic(es)	Philippicae Cic(nl)	Philippics Cic(en)	Philippiques Cic(it)	Philippische Reden Cic(de)	حوارات الفيليبيك شيشرون(ar)		
303	12371			Questions naturelles Sén				Sénèque     Questions naturelles					Sénèque le Philosophe					Naturales quaestiones Sen(de)	Naturales quaestiones Sen(en)	Naturales Quaestiones Sen(nl)	Questions naturelles Sén(it)	Séneca    Cuestiones naturales(es)	تساؤلات طبيعية سينكا(ar)		
304	12382			Saturnales Macr									Macrobe					Saturnales Macr(es)	Saturnales Macr(it)	Saturnalia Macr(de)	Saturnalia Macr(en)	Saturnalia Macr(nl)	عيد ساتورن ماركوبيوس(ar)		
305	19352			Textes historiques latins														Latijnse historische teksten(nl)	Latin historical texts(en)	Römische historische Texte(de)	Textes historiques latins(it)	Textos históricos latinos(es)	نصوص تاريخية لاتينية(ar)		
306	11862				Annales Tac			Annales	Tacite     Annales				Tacite					Annalen Tac(de)	Annalen Tac(nl)	Annales Tac(it)	Annals Tac(en)	Tácito    Anales(es)	حوليات تاسيتس(ar)		
307	12103				Germanie Tac			Germania Tac	Tacite     Germania	Tacite     Germanie			Tacite					Germania Tac(de)	Germania Tac(en)	Germania Tac(nl)	Germanie Tac(it)	Tácito    Germania(es)	جرمانيا تاسيتس (ar)		
308	19362				Histoire des Francs G T								Grégoire de Tours					Geschichte der Franken G T(de)	Geschiedenis van de Franken G T(nl)	Histoire des Francs G T(it)	Historia de los Francos G T(es)	History of the Franks G T(en)	تاريخ الفرنجة غريغوار(ar)		
309	24074				Histoire romaine Liv								Tite-Live					Geschiedenis van Rome Liv(nl)	Histoire romaine Liv(it)	Historia romana Liv(es)	History of Rome Liv(en)	Römische Geschichte Liv(de)	تاريخ روماني تيتوس ليفوس(ar)		
310	12125				Histoires Tac			Tacite     Histoires					Tacite					Histoires Tac(it)	Historiae Tac(nl)	Historien Tac(de)	Histories Tac(en)	Tácito    Historias(es)	هيستوريا تاسيتس(ar)		
311	20794				La Guerre des Gaules Caes								César					De Bello Gallico Caes(nl)	Der Gallische Krieg Caes(de)	La Guerra de las Galias Caes(es)	La Guerre des Gaules Caes(it)	The Gallic War Caes(en)	حرب الغاليين قيصر(ar)		
312	24070			Tusculanes Cic									Cicéron					Gespräche in Tusculum Cic(de)	Questions debated at Tusculum Cic(en)	Tusculanae Quaestiones Cic(nl)	Tusculanes Cic(it)	Tusculanos Cic(es)	توسكولوم شيشرون(ar)		
313	12448			Vie d'Agricola Tac									Tacite					Agricola Tac(de)	Agricola Tac(en)	Agricola Tac(nl)	Vida de Agrícola Tác(es)	Vie d'Agricola Tac(it)	حياة الزراعة تاسيتس(ar)		
314	12452			Vie des douze Césars Suét									Suétone					De Vita Caesarum Suet(nl)	Kaiserbiographien Suet(de)	The twelve Caesars Suet(en)	Vida de los doce Césares Suét(es)	Vie des douze Césars Suét(it)	حياة الاثني عشر قيصر سويتونيوس(ar)		
315	17792		Textes philosophiques										sources philosophiques					filosofische teksten(nl)	Philosophical texts(en)	Philosophische Texte(de)	Testi filosofici(it)	Textos filosóficos(es)	نصوص فلسفية(ar)		
316	12040			Entretiens Epict				Epictète Entretiens					Epictète					Conversaciones Epict(es)	Discourses Epict(en)	Dissertationes Epict(nl)	Entretiens Epict(it)	Lehrgespräche Epikt(de)	محاورات إبيكتيتوس (ar)		
317	12199			Lettre à Hérodote Epic									Epicure					Brief aan Herodotus Epic(nl)	Brief an Herodot Epic(de)	Carta a Herodoto Epic(es)	Letter to Herodotus Epic(en)	Lettre à Hérodote Epic(it)	رسالة إلى هيرودوت آبيقور(ar)		
318	12201			Lettre à Ménécée Epic									Epicure					Brief aan Menoikeus Epic(nl)	Brief an Menoikeus Epic(de)	Carta a Meneceo Epic(es)	Letter to Menoekeus Epic(en)	Lettre à Ménécée Epic(it)	رسالة إلى مينوكيوس آبيقور(ar)		
319	18636			Textes aristotéliciens														Aristotelian texts(en)	aristotelische teksten(nl)	Aristotelische Texte(de)	Textes aristotéliciens(it)	Textos aristotélicos(es)	نصوص أرسطية(ar)		
320	11964				Constitution d'Athènes Arist								Aristote					Constitución de Atenas Arist(es)	Constitution d'Athènes Arist(it)	De Atheense Constitutie Arist(nl)	Die Verfassung der Athener Arist(de)	The constitution of the Athenians Arist(en)	دستور الأثينيين أرسطو(ar)		
321	11986				De l'âme Arist			De anima					Aristote					De l'âme Arist(it)	On the soul Arist(en)	Over de Ziel Arist(nl)	Sobre el alma Arist(es)	Über die Seele Arist(de)	النفس أرسطو(ar)		
322	11987				De la Génération des animaux Arist								Aristote					De la Generación de los animales Arist(es)	De la Génération des animaux Arist(it)	Generation of animals Arist(en)	Over het onstaan van dieren Arist(nl)	Über die Entstehung der Tiere Arist(de)	نشأة الحيوان أرسطو(ar)		
323	11988				De la Philosophie Arist			De la philosophie Arist					Aristote					De la Philosophie Arist(it)	On Philosophy Arist(en)	Over de Filosofie Arist(nl)	Sobre la Filosofía  Arist(es)	Über die Philosophie Arist(de)	الفلسفة أرسطو(ar)	Peri philosophias	
324	12001				De la piété Thphr								Théophraste					De la piedad Teofr(es)	De la piété Thphr(it)	On piety Thphr(en)	Over de Vroomheid Thphr(nl)	Über die Frömmigkeit Thphr(de)	التقوى ثيوفراستوس(ar)		
325	12004				Des Parties des animaux Arist								Aristote					Des Parties des animaux Arist(it)	Over de Lichaamsdelen van Dieren Arist(nl)	Parts of animals Arist(en)	Sobre las partes de los animales  Arist(es)	Über die Teile der Tiere Arist(de)	أجزاء الحيوان أرسطو(ar)		
326	12031				Economique Arist								Aristote					Economics Arist(en)	Economique Arist(it)	Lo económico Arist(es)	Oeconomica Arist(de)	Oeconomica Arist(nl)	الاقتصاد أرسطو(ar)		
327	12065				Ethique à Nicomaque Arist								Aristote					De Nicomachische Ethiek Arist(nl)	Ethique à Nicomaque Arist(it)	Etica a Nicómaco Arist(es)	Nicomachean Ethics Arist(en)	Nikomachische Ethik Arist(de)	الأخلاق النيقوماخية أرسطو(ar)		
328	12121				Histoire des animaux Arist								Aristote					Geschiedenis van de Dieren Arist(nl)	Histoire des animaux Arist(it)	Historia de los animales Arist(es)	History of Animals Arist(en)	Tiergeschichte Arist(de)	تاريخ الحيوان أرسطو(ar)		
329	12262				Métaphysique Arist								Aristote					Metafísica Arist(es)	Metafysica Arist(nl)	Metaphysics Arist(en)	Metaphysik Arist(de)	Métaphysique Arist(it)	ما وراء الطبيعة أرسطو(ar)		
330	12264				Météorologiques Arist			Aristote     Météorologiques					Aristote					Meteorologica Arist(nl)	Meteorológicos Arist(es)	Meteorologika Arist(de)	Météorologiques Arist(it)	Meteorology Arist(en)	ميتيورولوجيكا أرسطو(ar)		
331	12287				Organon Arist								Aristote					Organon Arist(de)	Organon Arist(en)	Organon Arist(es)	Organon Arist(it)	Organon Arist(nl)	أورغانون أرسطو(ar)		
332	12351				Poétique Arist			Aristote     Poétique					Aristote					Poética Arist(es)	Poëtica Arist(nl)	Poetics Arist(en)	Poetik Arist(de)	Poétique Arist(it)	فن الشعر أرسطو(ar)		
333	12348				Politique Arist			Aristote     Politique					Aristote					Política Arist(es)	Politics Arist(en)	Politika Arist(nl)	Politik Arist(de)	Politique Arist(it)	السياسة أرسطو(ar)		
334	12375				Rhétorique Arist			Aristote     Rhétorique					Aristote					Ars Rhetorica Arist(nl)	Retórica Arist(es)	Rhetoric Arist(en)	Rhetorik Arist(de)	Rhétorique Arist(it)	الخطابة أرسطو(ar)		
335	12384				Seconds analytiques Arist								Aristote					Analytica posteriora Arist(nl)	Posterior Analytics Arist(en)	Seconds analytiques Arist(it)	Segundos Analíticos Arist(es)	Zweite Analytic Arist(de)	البرهان أرسطو(ar)		
336	12440				Traité d'harmonique Aristox								Aristoxène					Elements of Harmony Aristox(en)	Harmonische Elemente Aristox(de)	Harmonische Elementen Aristox(nl)	Traité d'harmonique Aristox(it)	Tratado de armónica  Aristos(es)	دراسات انسجامية أريستوكسينوس(ar)		
337	17883			Textes néoplatoniciens														Neoplatonic texts(en)	neoplatonische teksten(nl)	Neuplatonische Texte(de)	Textes néoplatoniciens(it)	Textos neoplatónicos(es)	نصوص أفلاطونية حديثة(ar)		
338	11950				Chrestomathie Procl								Proclus					Chrestomathie Procl(de)	Chrestomathie Procl(it)	Chrestomathie Procl(nl)	Chrestomathy Procl(en)	Crestomatía Procl(es)	مقتطفات بروكلس(ar)		
339	11967				Contre les Chrétiens Porph								Porphyre					Against the Christians Porph(en)	Contra los Cristianos Porf(es)	Contre les Chrétiens Porph(it)	Gegen die Christen Porph(de)	Tegen de Christenen Porph(nl)	ضد المسيحيين فورفوريوس(ar)		
340	11983				De l'abstinence Porph								Porphyre					De l'abstinence Porph(it)	On abstinence from Killing Animals Porph(en)	Over Onthouding Porph(nl)	Sobre la abstinencia Porf(es)	Über die Enthaltsamkeit vom Beseelten Porph(de)	عن الزهد فورفوريوس(ar)		
341	12039				Ennéades Plot			Plotin     Ennéades					Plotin					Enéades Plot(es)	Enneaden Plot(de)	Enneaden Plot(nl)	Enneades Plot(en)	Ennéades Plot(it)	تاسوعات أفلوطين(ar)		
342	12200				Lettre à Marcella Porph								Porphyre					Brief aan Marcella Porph(nl)	Carta a Marcela Porf(es)	Lettre à Marcella Porph(it)	Pros Markellan Porph(de)	To Marcella Porph(en)	رسالة إلى مارشيلا فورفوريوس(ar)		
343	12248				Mystères d'Egypte Jamb								Jamblique phil					De Mysteriis Aegyptiorum Jamb(nl)	Misterios de Egipto Jámb(es)	Mystères d'Egypte Jamb(it)	On the Egyptian Mysteries Jamb(en)	Über die Mysterien der Ägypter Jamb(de)	أسرار مصر جامبليك(ar)		
344	12308				Philosophie des oracles Porph								Porphyre					Concerning Philosophy from Oracles Porph(en)	Filosofía de los oráculos Por(es)	Philosophie der Orakel Porph(de)	Philosophie des oracles Porph(it)	فلسفة الوحي فورفوريوس(ar)			
345	12449				Vie d'Homère Procl								Proclus					Biographie Homers Prokl(de)	Life of HomerProcl(en)	Over het Leven van Homerus Porph(nl)	Vida de Homero Procl(es)	Vie d'Homère Procl(it)	حياة هوميروس بروكلس(ar)		
346	12451				Vie de Plotin Porph								Porphyre					Leben des Plotin Porph(de)	On the Life of Plotinus Porph(en)	Over het Leven van Plotinus Porph(nl)	Vida de Plotino Porf(es)	Vie de Plotin Porph(it)	حياة أفلوطين فورفوريوس(ar)		
347	17886			Textes philosophiques latins														Latijnse filosofische teksten(nl)	Latin philosophical texts(en)	Römische philosophische Texte(de)	Textes philosophiques latins(it)	Textos filosóficos latinos(es)	نصوص فلسفية لاتينية(ar)		
348	11991				De la clémence Sén								Sénèque le Philosophe					De Clementia Sen(de)	De Clementia Sen(nl)	De la clémence Sén(it)	On clemency Sen(en)	Sobre la clemencia Sén(es)	عن الرحمة سينكا(ar)		
349	11993				De la colère Sén			De la colère Sen					Sénèque le Philosophe					De Ira Sen(de)	De Ira Sen(nl)	De la cólera Sén(es)	De la colère Sén(it)	On anger Sen(en)	عن الغضب سينكا(ar)		
350	24078				De la nature Lucr								Lucrèce					De la naturaleza Lucr(es)	De la nature Lucr(it)	De rerum natura Lucr(en)	De Rerum Natura Lucr(nl)	De rerum natura Lukr(de)	عن الطبيعة لوكريتيوس(ar)		
351	18637			Textes platoniciens														Platonic texts(en)	platonische teksten(nl)	Platonische Texte(de)	Textes platoniciens(it)	Textos platónicos(es)	نصوص أفلاطونية(ar)		
352	11975				Cratyle Pl								Platon					Crátilo Pl(es)	Cratyle Pl(it)	Cratylus Pl(en)	Kratylos Pl(de)	Kratylos Pl(nl)	كراتيلوس أفلاطون(ar)		
353	11995				De la justice Pl								Platon					concept of justice Pl(en)	De la justice Pl(it)	Gerechtigkeitsbegriff Pl(de)	Over gerechtigheid Pl(nl)	Sobre la justicia Pl(es)	عن العدالة أفلاطون(ar)		
354	12022				Démodocos Pl								Platon					Demódoco Pl(es)	Demodocos Pl(de)	Demodocos Pl(nl)	Démodocos Pl(it)	Demodocus Pl(en)	ديمودوكوس أفلاطون(ar)		
355	12007				Dialogues Pl								Platon					Dialogen Pl(nl)	Dialoge Pl(de)	Diálogos Pl(es)	Dialogues Pl(en)	Dialogues Pl(it)	محاورات أفلاطون(ar)		
356	12019				Du droit Pl								Platon					concept of right Pl(en)	Du droit Pl(it)	Over Recht Pl(nl)	Rechtsbegriff Pl(de)	Sobre el derecho Pl(es)	عن القانون أفلاطون(ar)		
357	12085				Euthydème Pl								Platon					Euthydème Pl(it)	Euthydemos Pl(de)	Euthydemos Pl(nl)	Euthydemus Pl(en)	Eutidemo Pl(es)	أوثيدموس أفلاطون(ar)		
358	12086				Euthyphron Pl			Platon     Euthyphron					Platon					Euthyphron Pl(de)	Euthyphron Pl(it)	Euthyphron Pl(nl)	Euthyphro Pl(en)	Eutifron Pl(es)	أوثيفرون أفلاطون(ar)		
359	12104				Gorgias Pl			Platon     Gorgias					Platon					Gorgias Pl(de)	Gorgias Pl(en)	Gorgias Pl(es)	Gorgias Pl(it)	Gorgias Pl(nl)	جورجياس أفلاطون(ar)		
360	12152				Ion Pl								Platon					Ion Pl(de)	Ion Pl(en)	Ion Pl(es)	Ion Pl(it)	Ion Pl(nl)	يون أفلاطون(ar)		
361	12164				La République Pl			Platon     La République	Platon     République	République Pl			Platon					Der Staat Pl(de)	De Staat Pl(nl)	La República Pl(es)	La République Pl(it)	Republic Pl(en)	الجمهورية أفلاطون(ar)		
362	12169				Le Banquet Pl			Banquet Pl	Platon     Le Banquet				Platon					El Banquete Pl(es)	Le Banquet Pl(it)	Symposion Pl(de)	Symposion Pl(nl)	Symposium Pl(en)	المأدبة(ar)		
363	12187				Les Lois Pl			Lois Pl					Platon					De Wetten Pl(nl)	Die Gesetze Pl(de)	Las Leyes Pl(es)	Laws Pl(en)	Les Lois Pl(it)	القوانين أفلاطون(ar)		
364	12202				Lettres Pl								Platon					Briefe Pl(de)	Brieven Pl(nl)	Cartas Pl(es)	Letters Pl(en)	Lettres Pl(it)	رسائل أفلاطون(ar)		
365	12197					Lettre 7 Pl												7. Brief Pl(de)	Carta 7 Pl(es)	Lettre 7 Pl(it)	Seventh Letter of Plato(en)	الرسالة 7 أفلاطون(ar)			
366	12258				Ménéxène Pl								Platon					Ménéxène Pl(it)	Menexeno Pl(es)	Menexenos Pl(de)	Menexenos Pl(nl)	Menexenus Pl(en)	منكسنوس أفلاطون(ar)		
367	12257				Ménon Pl			Platon     Ménon					Platon					Menon Pl(de)	Menon Pl(en)	Menon Pl(es)	Menon Pl(nl)	Ménon Pl(it)	مينون أفلاطون(ar)		
368	12296				Parménide Pl			Platon     Parménide					Platon					Parménide Pl(it)	Parmenides Pl(de)	Parmenides Pl(en)	Parmenides Pl(nl)	Parménides  Pl(es)	بارمينيدس(ar)		
369	12311				Phédon Pl			Platon     Phédon					Platon					Fedon Pl(es)	Phaedo Pl(en)	Phaidon Pl(de)	Phaidon Pl(nl)	Phédon Pl(it)	فيدون أفلاطون(ar)		
370	12314				Phèdre Pl			Platon     Phèdre					Platon					Fedra Pl(es)	Phaedrus Pl(en)	Phaidros Pl(de)	Phaidros Pl(nl)	Phèdre Pl(it)	فيدر أفلاطون(ar)		
371	12310				Philèbe Pl			Platon     Philèbe					Platon					Filebo  Pl(es)	Philèbe Pl(it)	Philebos Pl(de)	Philebos Pl(nl)	Philebus Pl(en)	السعادة أفلاطون(ar)		
372	12360				Protagoras Pl			Platon     Protagoras					Platon					Protagoras Pl(de)	Protagoras Pl(en)	Protagoras Pl(it)	Protagoras Pl(nl)	Protágoras Pl(es)	بروتاغوراس أفلاطون(ar)		
373	12388				Sisyphe Pl								Platon					Sisifo  Pl(es)	Sisyphe Pl(it)	Sisyphos Pl(de)	Sisyphos Pl(nl)	Sisyphus Pl(en)	سيسيفوس أفلاطون(ar)		
374	12390				Sophiste Pl								Platon					Sofista Pl(es)	Sophiste Pl(it)	Sophistes Pl(de)	Sophist Pl(en)	Sophist Pl(nl)	السفسطائي أفلاطون(ar)		
375	12434				Théétète Pl			Platon     Théétète					Platon					Theaetetus Pl(en)	Theaitetos Pl(de)	Theaitetos Pl(nl)	Théétète Pl(es)	Théétète Pl(it)	ثياتيتوس(ar)		
376	12435				Timée Pl			Platon     Timée					Platon					Timaeus Pl(en)	Timaios Pl(de)	Timaios Pl(nl)	Timée Pl(it)	Timeo Pl(es)	تيمايوس أفلاطون(ar)		
377	18639			Textes présocratiques														Pre-socratic texts(en)	presocratische teksten(nl)	Textes présocratiques(it)	Textos presocráticos(es)	Vorsokratische Texte(de)	نصوص ما قبل سقراط(ar)		
378	12099				Fragments Par								Parménide					Fragmenten Par(nl)	Fragmente Par(de)	Fragmentos Par(es)	Fragments Par(en)	Fragments Par(it)	أجزاء بارمنديس(ar)		
379	18638			Textes sophistes														sofistische teksten(nl)	Sophistic texts(en)	Sophistische Texte(de)	Textes sophistes(it)	Textos sofistas(es)	نصوص سفسطائية(ar)		
380	11851				Alexandre Luc								Lucien de Samosate					Alejandro Luc(es)	Alexander Luc(en)	Alexander Luc(nl)	Alexander Luk(de)	Alexandre Luc(it)	أليكسندر موسيان ساموسات(ar)		
381	12150				Imagines Philostr J								Philostrate le Jeune					Gemäldebeschreibungen Philostr J(de)	Imagines Filóstr J(es)	Imagines Philostr J(en)	Imagines Philostr J(it)	Imagines Philostr J(nl)	تخيلات فيلوسلترات الأصغر(ar)		
382	17794		tragédies										tragédie					tragedias(es)	tragedie(it)	tragedies(nl)	Tragedies(en)	Tragödien(de)	تراجيديات(ar)	terme de regroupement - ne pas utiliser. cf.  tragédie  au singulier pour l'indexation	
383	11849			Ajax S				Sophocle     Ajax					Sophocle					Aias S(de)	Ajax S(en)	Ajax S(es)	Ajax S(it)	Ajax S(nl)	أياس سوفوكليس(ar)		
384	11850			Alceste E				Euripide     Alceste					Euripide					Alceste E(es)	Alceste E(it)	Alcestis E(en)	Alkestis E(de)	Alkestis E(nl)	الكستيس يوربيديس(ar)		
385	11860			Andromaque E				Euripide     Andromaque					Euripide					Andromache E(de)	Andromache E(en)	Andromache E(nl)	Andrómaco E(es)	Andromaque E(it)	اندروماك يوربيدس(ar)		
386	11871			Antigone S				Sophocle     Antigone					Sophocle					Antígona S(es)	Antigone S(de)	Antigone S(en)	Antigone S(it)	Antigone S(nl)	أنتيغون سوفوكليس(ar)		
387	11981			Danaïdes A				Eschyle     Danaides					Eschyle					Danaides A(de)	Danaides A(en)	Danaïdes A(it)	Danaïdes A(nl)	Danaides Es(es)	دنايدس اسخيلوس(ar)		
388	12037			Electre E				Électre E					Euripide					Electra E(en)	Electra E(es)	Electre E(it)	Elektra E(de)	Elektra E(nl)	إلكترا يوربيديس(ar)		
