Id	idConcept	N1	N2	N3	N4	N5	N6	UF1	UF2	UF3	UF4	UF5	RT1	RT2	RT3	RT4	RT5	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	
506	35847			Dame d'Elche				Dama d’Elx										Dalma di Elche(it)	Dama de Elche(es)	Dama de Elche (de)	Dame van Elche(nl)	Lady of Elche(en)	تمثال سيدة ألش(ar)	Buste de femme en pierre calcaire, daté du Ve ou du IVe siècle av. J.-C., découverte en 1897 sur le site romain de L'Alcudia, à 2 km au sud d'Elche, près d'Alicante. (d'après Wikipédia)	
507	29512			Disque de Nebra														Disco celeste de Nebra(es)	Disco di Nebra(it)	Hemelschijf van Nebra(nl)	Himmelsscheibe von Nebra(de)	Nebra sky disk(en)	قرص نيبرا(ar)	Disque de bronze pesant à peu près 2 kg et d'environ 32 cm de diamètre sur lequel se détachent, en plaques d'or incrustées, des points supposés être des corps célestes (la lune représentée en disque central ou en croissant ; les Pléiades, constellation, représentée par sept étoiles groupées...) et d'autres motifs en feuille d'or. Mis au jour à Nebra-sur-Unstrut en Saxe-Anhalt, il daterait Il daterait d'environ 1600 avant notre ère (faciès de transition Bronze ancien / Bronze moyen ) (E. S. d'après Wikipédia)	
508	35848			Disque de Phaistos				Disque de Phaestos										Disco de Festo(es)	Disco di Festo(it)	Diskos von Phaistos(de)	Phaistos Disc(en)	Schijf van Phaistos(nl)	قُرص فائِستوس(ar)	Disque d'argile cuite découvert en 1908 par l'archéologue italien Luigi Pernier sur le site archéologique du palais minoen de Phaistos, en Crète. Il pourrait dater du milieu ou de la fin de l'âge du bronze minoen (IIe millénaire). Son diamètre est d'environ seize centimètres et il est couvert, sur ses deux faces, de hiéroglyphes imprimés à l'aide de poinçons. En tout, ce sont 241 signes, dont 45 différents qui recouvrent le disque, en formant une spirale partant de l'extérieur vers le centre de l'objet. Son usage, sa signification et même son lieu de fabrication font l'objet d'âpres discussions. (Wikipédia)	
509	12100			Frise du Parthénon				Frise des Panathénées					frise					fries van het Parthenon(nl)	Frise du Parthénon(it)	Friso del Partenón(es)	Parthenonfries(de)	Parthenon frieze(en)	إفريز البارثينون(ar)	Frise ionique (sur un bâtiment dorique) en marbre du Pentélique de 160 mètres de long représentant 378 figures humaines et 245 animaux. Elle entourait le sékos (partie fermée) du Parthénon sur l'Acropole d'Athènes. Si elle a été réalisée par plusieurs artistes, elle fut sculptée très probablement sous la direction de Phidias entre 442 et 438 av. J.-C. (Wikipédia)	
510	177697			Géants de Mont-Prama														Giants of Mont'e Prama(en)	Giganten vom Mont'e Prama(nl)	gigantes del monte de Prama(es)	Giganti di Mont'e Prama(it)				
511	155815			Gladiateur Borghese														Borghese Gladiator(en)	Borghesischer Fechter(de)	Gladiador Borghese(es)	Gladiatore Borghese(it)			Oeuvre grecque datant de l'époque hellénistique (323 av. J.-C. – 30 av. J.-C.) dont l'auteur serait Agasias d’Éphèse. (D'après Wikipédia)	
512	11936			Grand Camée de France														Gran Cammeo di Francia(it)	Grand Camée de France(nl)	Great Cameo of France(en)	Pariser Kamee(de)			Camée aux dimensions exceptionnelles en sardonyx à cinq couches. Il mesure 31 cm de hauteur et 26,5 cm de largeur. C’est le plus grand camée antique connu. Il est conservé au Cabinet des médailles de la Bibliothèque nationale de France. (D'après Wikipédia)	
513	12168			Groupe du Laocoon														Gruppo del Laocoonte(it)	Laocoöngroep(nl)	Laocoön Group(en)	Laocoonte y sus hijos(es)	Laokoon-Gruppe(de)	(لاوكون (مجموعة(ar)	Sculpture grecque antique d'époque hellénistique conservée au musée Pio-Clementino, au Vatican. Elle représente le prêtre troyen Laocoon et ses deux fils attaqués par des serpents. (d'après Wikipédia)	
514	150915			Guerrier de Glauberg									Glauberg					Celtic prince of Glauberg(en)	Keltenfürst vom Glauberg(de)	Principe di Glauberg(it)	Vorstengraf Glauberg(nl)	مُحارب غلوبيرغ(ar)		Statue de guerrier à taille humaine découverte dans le tumulus de l'oppidum de Glauberg. (ES)	
515	150919			Guerrier de Hirschlanden														Guerriero di Hirschlanden(it)	Krieger von Hirschlanden(de)	Warrior of Hirschlanden(en)	مُحارب هيرشلاندن(ar)			Statue de pierre anthropomorphe, grandeur nature, rattachée à la culture de Hallstatt, découverte à Hirschlanden, Bade-Wurtemberg en 1963. Elle représente un guerrier nu, ithyphallique.	
516	177899			Inscription de Behistun				Inscription de Béhistoun	Inscription de Bisistun				akkadien (langue)	déchiffrement	vieux-perse	élamite (langue)	Bisitun	Behistun-Inschrift(de)	Behistuninscriptie(nl)	Behistun Inscription(en)	Inscripción de Behistún(es)	Iscrizioni di Bisotun(it)		Inscription monumentale décrivant les conquêtes de Darius Ier en trois langues : le vieux-persan, l’élamite et l’akkadien. Le texte est gravé dans un escarpement du mont Behistun, dans la province de Kermanshah de l’actuel Iran. Elle a été déchiffrée par Henry Rawlinson. Ce dernier commença ses recherches en 1835 et eut besoin de plus d'une décennie pour achever sa traduction, qui fut publiée à Londres en 18462. L’inscription de Behistun est à l’écriture cunéiforme ce que la pierre de Rosette est aux hiéroglyphes égyptiens : le document le plus crucial dans le déchiffrement de cette écriture. (Wikipédia)	
517	12249			Méduse Rondanini														Medusa Rondanini(de)	Medusa Rondanini(es)	Méduse Rondanini(it)	Rondanini Medusa(en)	Rondanini Medusa(nl)	ميدوسا روندانيني(ar)		
518	12263			Métope d'Orphée														Metopa de Orfeo(es)	Métope d'Orphée(it)	Orpheusmetope(de)	Orpheus Metope(en)	Orpheus Metope(nl)	حقل منحوتات أورفي (ar)		
519	12291			Panneau Fauvel														Díptico Fauvel(es)	Fauvel Diptychon(de)	Fauvel paneel(nl)	Fauvel Panel(en)	Panneau Fauvel(it)	لوح فوفيل(ar)		
520	24077			Pierre de Rosette									déchiffrement					Piedra de Rosetta(es)	Rosetta Stone(en)	Steen van Rosetta(nl)	Stein von Rosette(de)	Stele di Rosetta(it)	حجر رشيد(ar)		
521	150540			Sarcophage d'Alexandre														تابوت الاسكندر(ar)						 Sarcophage antique de l'époque hellénistique (fin du IVe siècle av. J.-C.) décoré de bas-reliefs représentant une scène de bataille et une scène de chasse au lion. Ce sarcophage était celui du roi Abdolomynos, dernier roi de Sidon, en Phénicie. Il avait été placé sur le trône par Alexandre, aussi, lui rend il hommage à travers son sarcophage.  (Wikipédia) 	
522	150747			Scribe accroupi														Escriba sentado(es)	Scriba seduto(it)	Seated Scribe(en)	تمثال الكاتب الجالس(ar)			Statue égyptienne en calcaire peint datant probablement de la IVe ou de la Ve dynastie. Trouvée à Saqqarah en 1850 par Auguste Mariette, elle est conservée au Musée du Louvre. (ES)	
523	150745			Statue d'Ebih-Il														Statue of Ebih-Il(en)	Statuette des Ebiḫ-Il(de)	تمثال إبيه إل(ar)				Statue d'un dignitaire du royaume de Mari, découverte en 1934 par André Parrot et conservée au Musée du Louvre (ES)	
524	12402			Stèle de Sargon														Estela de Sargón(es)	Sargonstele(de)	Sargon Stele(en)	Sargon Stèle(nl)	Stèle de Sargon(it)	مِسلَّة صارغون(ar)		
525	36128			Tables iliaques				Tabulae iliacae										Tabulae Iliacae(de)	Tabula Iliaca(en)	Tabula Iliaca(nl)	Tabula Iliaca	(it)	لوائح إلياك(ar)		Dans la Rome antique, bas-reliefs en marbre évoquant la guerre de Troie (BnF)	
526	150913			Tête de Mšecké Žehrovice				Héros celte de Bohême					Mšecké Žehrovice					Mšecké Žehrovice Head(en)	Steinkopf von Mšecké Žehrovice(de)	رأس مشيكي زهروفيتش(ar)				Tête d'homme sculptée dans la pierre de l'époque de La Tène, découverte dans l'enclos quadrangulaire (Viereckschanze) de Mšecké Žehrovice.	
527	12443			Tête Ludovisi														Cabeza Ludovisi(es)	Juno Ludovisi(de)	Juno Ludovisi(en)	Juno Ludovisi(nl)	Tête Ludovisi(it)	رأس لودوفيسي(ar)		
528	20811			Vénus d'Arles														Vénus d'Arles(it)	Venus de Arlés(es)	Venus of Arles(en)	Venus van Arles(nl)	Venus von Arles(de)	تمثال فينوس آرل(ar)		
529	11980			Vénus de Laussel				Dame à la corne										Venere di Laussel(it)	Venus de Laussel(es)	Venus of Laussel(en)	Venus van Laussel(nl)	Venus von Laussel(de)	تمثال حاملة القرن(ar)	Vénus paléolithique datant du Gravettien (environ 25 000 ans BP, Paléolithique supérieur). Sculptée en bas relief sur un bloc calcaire et peinte à l'ocre rouge, elle représente un personnage féminin nu tenant dans sa main droite un objet interprété généralement comme une corne de bison. Elle est conservée au Musée d'Aquitaine, à Bordeaux. (d'après Wikipédia)	
530	12447			Victoire de Samothrace														Nikè van Samothrake(nl)	Nike von Samothrake(de)	Victoire de Samothrace(it)	Victoria de Samutracia(es)	Winged Victory of Samothrake(en)	تمثال النصر المجنَّح(ar)		
531	12473		vases					vase					récipients					Vasen(de)	vases(en)	vasi(it)	vasos(es)	vazen(nl)	أواني(ar)		
532	11938			Canthare des Kabires														Cabeiren Kantharos(nl)	Cabeiri Kantharos(en)	Cántaro de Kabiri(es)	Canthare des Kabires(it)	Kabires-Kantharos(de)	كانثاروس كبير(ar)		
533	11937			Canthare Stevensweert														Cántaro Stevensweert(es)	Canthare Stevensweert(it)	Stevensweert Kantharos(en)	Stevensweert Kantharos(nl)	Stevensweert-Kantharos(de)	كانثاروس ستيفينسويرت(ar)		
534	11955			Ciste Ficoroni				Ciste Ficorini										Cista Ficoroni(es)	Cista Ficoroni(nl)	Ciste Ficoroni(it)	Ficoroni cist(en)	Fioronische Ciste(de)	صندوق سيست فيكوروني(ar)		
535	11972			Coupe de Siana														Copa de Siana(es)	Coupe de Siana(it)	Siana-cup(en)	Siana schaal(nl)	Sianaschale(de)	كوب سيانا(ar)		
536	11973			Coupe des Comastes														Copa Comaste(es)	Coupe des Comastes(it)	Komast-Cup(en)	Komasten-Schale(de)	Komast schaal(nl)	كوب كوماست(ar)		
537	11974			Coupe des Petits Maîtres														Copa de los Pequeños Maestros(es)	Coupe des Petits Maîtres(it)	Kleinmeister schaal(nl)	Kleinmeister-Schale(de)	Little-master cup(en)	كوب السادة الصغار(ar)		
538	35850			Cratère de Derveni														Derveni krater(en)	Derveni krater(nl)	كراتيرا ديرفيني(ar)				 cratère à volutes découvert en 1962 dans la tombe à ciste nommée B, dans la nécropole de Derveni et conservé au musée archéologique de Thessalonique. Pesant 40 kg, il est constitué d'un alliage spécial à base de bronze et d'étain	
539	150259			Cratère de Vix														Crátera de Vix(es)	Cratere di Vix(it)	Krater von Vix(de)	Vix Krater(en)	Vix Krater(nl)	كراتيرا فيكس(ar)	Grand vase de bronze utilisé pour contenir le vin, découvert en 1953 dans la tombe d'une princesse celte à Vix (Côte-d'Or) et daté d'environ 510 av. J.-C. (Wikipédia)	
540	12322			Plat d'Aquilée														Bord van Aquileia(nl)	Plat d'Aquilée(it)	Plate from Aquileia(en)	Plato de Aquileya(es)	Teller von Aquileia(de)	طَبَق أكيلي(ar)		
541	12389			Skyphoi de Berthouville														Berthouville-Skyphoi(de)	Berthouville-Skyphoi(en)	Skyphoi Berthouville(es)	Skyphoi Berthouville(it)	Skyphoi van Berthouville(nl)	سكيفوي بيرتوفيل(ar)		
542	12446			Vase de Portland														Portlandvaas(nl)	Portlandvase(de)	Portland Vase(en)	Vase de Portland(it)	Vasija de Portland(es)	آنية بورتلاند(ar)		
543	38529			Vase des Perses				Cratère de Darius										Darius Vaas(nl)	Darius Vase(en)	Persevase(de)	Vaso dei Persiani(it)	Vaso de los persas(es)	آنية الفُرس(ar)	Cratère à volutes retrouvé dans la nécropole de Canosa en 1851 sur lequel est représenté le roi achéménide Darius Ier.	
544	12445			Vase François														Françoisvaas(nl)	Françoisvase(de)	François Vase(en)	Vase François(it)	Vaso François(es)	آنية فرانسوا(ar)		
